txn_time,txn_date,order_id,uid,shop_id,gmv,rebate
10/30/2015 17:28,10/30/2015,78478,604099,115293,11.8,2
10/30/2015 12:57,10/30/2015,995970,59360,115821,5,1.5
10/30/2015 19:13,10/30/2015,101128,640537,115821,7,2
10/30/2015 9:11,10/30/2015,934300,898677,115941,70,2
10/30/2015 17:02,10/30/2015,73564,794671,116265,3.9,1.17
10/30/2015 20:47,10/30/2015,124686,841817,116265,8.4,2
10/30/2015 15:04,10/30/2015,42343,330208,116565,10.2,2
10/30/2015 20:33,10/30/2015,121330,237553,116565,6.4,1.92
10/30/2015 18:06,10/30/2015,85654,961466,116841,10.6,2
10/30/2015 21:15,10/30/2015,130889,950373,116841,4,1.2
10/30/2015 19:38,10/30/2015,107323,717884,116865,16.7,2
10/30/2015 10:50,10/30/2015,956839,204886,116901,8.5,2
10/30/2015 16:11,10/30/2015,63160,530274,117405,18.9,2
10/30/2015 12:49,10/30/2015,994180,3441,117477,7.3,2
10/30/2015 11:25,10/30/2015,966984,866490,117609,14,2
10/30/2015 18:52,10/30/2015,95381,303,117609,20,2
10/30/2015 12:45,10/30/2015,993074,410385,118005,7.5,2
10/30/2015 18:22,10/30/2015,89214,451114,118005,5.3,1.59
10/30/2015 15:09,10/30/2015,43868,259295,118065,40.5,2
10/30/2015 10:30,10/30/2015,951873,115046,118233,15.9,2
10/30/2015 9:14,10/30/2015,935179,633775,118245,4.95,1.49
10/30/2015 11:55,10/30/2015,976172,795721,118245,2.5,0.75
10/30/2015 14:47,10/30/2015,36292,633775,118245,11.5,0
10/30/2015 20:34,10/30/2015,121674,30709,118245,18.3,2
10/30/2015 22:34,10/30/2015,148772,931147,118245,4.9,1.47
10/30/2015 18:39,10/30/2015,92655,457559,118317,7.5,2
10/30/2015 21:24,10/30/2015,132811,361655,118317,11.5,2
10/30/2015 12:18,10/30/2015,985465,315513,118533,35,2
10/30/2015 12:02,10/30/2015,979156,235902,118557,6,1.8
10/30/2015 12:19,10/30/2015,985839,971964,118557,12.5,2
10/30/2015 15:53,10/30/2015,57842,842922,118557,5,1.5
10/30/2015 16:04,10/30/2015,61178,907706,118557,5,1.5
10/30/2015 16:11,10/30/2015,63119,553894,118557,6,1.8
10/30/2015 17:20,10/30/2015,76805,6410,118557,6,1.8
10/30/2015 19:37,10/30/2015,107156,8116,118557,2.5,0.75
10/30/2015 20:22,10/30/2015,118471,228741,118557,5,1.5
10/30/2015 20:36,10/30/2015,122142,395968,118557,5,1.5
10/30/2015 22:01,10/30/2015,140586,223344,118557,9,2
10/30/2015 10:04,10/30/2015,946084,94775,118797,3.4,0
10/30/2015 14:31,10/30/2015,28429,338961,118797,7,2
10/30/2015 13:06,10/30/2015,998957,712808,119025,8,2
10/30/2015 15:11,10/30/2015,44332,6040,119025,8,2
10/30/2015 16:33,10/30/2015,68081,488528,119025,5.5,1.65
10/30/2015 20:38,10/30/2015,122384,143607,119025,3.5,1.05
10/30/2015 21:09,10/30/2015,129515,500900,119025,5,1.5
10/30/2015 21:58,10/30/2015,139810,292926,119025,5,1.5
10/31/2015 21:38,10/31/2015,374037,661766,119709,16.6,2
10/31/2015 16:05,10/31/2015,306716,65031,119793,10,2
10/31/2015 16:50,10/31/2015,319521,475993,119793,8.9,2
10/31/2015 17:20,10/31/2015,325964,71744,119973,20,2
10/31/2015 20:42,10/31/2015,363667,867365,120249,8,2
10/31/2015 18:19,10/31/2015,336263,851227,120357,5,1.5
10/31/2015 18:23,10/31/2015,336978,588098,120525,15,2
10/31/2015 13:54,10/31/2015,260684,213258,120705,7,0
10/31/2015 20:54,10/31/2015,365867,1920,120777,108,2
10/31/2015 14:22,10/31/2015,269155,452860,120837,18,2
10/31/2015 18:20,10/31/2015,336448,60189,121725,11.2,2
10/31/2015 11:51,10/31/2015,226602,8525,122085,23,2
10/31/2015 12:59,10/31/2015,246063,22875,122085,55.8,2
10/31/2015 13:19,10/31/2015,251983,4398,122085,25.65,2
10/31/2015 18:52,10/31/2015,341870,6826,122181,19.5,2
10/31/2015 12:32,10/31/2015,239697,945677,122289,32.6,2
10/31/2015 18:32,10/31/2015,338405,3486,122289,32.2,2
10/31/2015 19:59,10/31/2015,354410,73985,122289,13.5,2
10/31/2015 20:00,10/31/2015,354731,3926,122289,21.5,2
10/31/2015 13:01,10/31/2015,246342,1934,122397,7,2
10/31/2015 15:58,10/31/2015,304800,584539,122397,6.3,1.89
10/31/2015 20:42,10/31/2015,363550,584539,122397,7.6,0
10/31/2015 22:21,10/31/2015,380053,251,122397,14.5,2
10/31/2015 10:28,10/31/2015,205333,440926,11925,17.5,2
10/31/2015 12:46,10/31/2015,242946,693848,122421,6,1.8
10/31/2015 16:38,10/31/2015,315997,61540,122421,4,1.2
10/31/2015 22:30,10/31/2015,381263,2582,122421,9,2
10/31/2015 13:35,10/31/2015,255932,637241,122469,5.9,1.77
10/31/2015 20:24,10/31/2015,359944,414779,122721,8,2
10/31/2015 21:35,10/31/2015,373436,107631,123093,49,2
10/31/2015 13:36,10/31/2015,256341,879205,123153,7.5,2
10/31/2015 20:21,10/31/2015,359219,5054,123177,20.3,2
10/31/2015 19:59,10/31/2015,354408,30275,123225,48,2
10/31/2015 21:29,10/31/2015,372479,751802,123225,25.2,2
10/31/2015 19:20,10/31/2015,346899,46666,12009,13,2
10/31/2015 17:37,10/31/2015,329045,280585,123453,8.6,2
10/31/2015 20:24,10/31/2015,359857,10537,123453,2.72,0.82
10/31/2015 19:25,10/31/2015,348016,548336,123549,12.5,2
10/31/2015 15:12,10/31/2015,289285,778084,123705,29,2
10/31/2015 12:56,10/31/2015,245277,28886,123765,32.8,2
10/31/2015 15:45,10/31/2015,300970,230232,123765,13,2
10/31/2015 19:23,10/31/2015,347632,887606,12069,3.4,1.02
10/31/2015 7:38,10/31/2015,179929,89481,124113,7,2
10/31/2015 10:38,10/31/2015,207422,60563,124113,7,2
10/31/2015 18:47,10/31/2015,341003,801733,124113,5.5,1.65
10/31/2015 11:35,10/31/2015,222148,963995,124533,7.9,2
10/31/2015 10:20,10/31/2015,203425,697,124569,7,2
10/31/2015 10:53,10/31/2015,210845,531515,124785,11.7,2
10/31/2015 11:00,10/31/2015,212696,231591,124785,6.8,2
10/31/2015 12:22,10/31/2015,237136,196079,125013,8.3,2
10/31/2015 17:24,10/31/2015,326757,450229,125085,2,0
10/31/2015 20:57,10/31/2015,366452,429000,125085,27.6,2
10/31/2015 21:12,10/31/2015,369265,599821,125085,27,2
10/31/2015 9:03,10/31/2015,189517,945444,125241,7,2
10/31/2015 17:38,10/31/2015,329084,211052,125241,8,2
10/31/2015 15:36,10/31/2015,297630,378,125421,11.7,2
10/31/2015 9:41,10/31/2015,195720,144183,125733,5.1,1.53
10/31/2015 10:00,10/31/2015,199272,144183,125733,7.7,0
10/31/2015 13:32,10/31/2015,255352,4438,125817,10,2
10/31/2015 12:10,10/31/2015,233465,150154,125925,41.3,0
10/31/2015 18:14,10/31/2015,335276,928911,125925,72,2
10/31/2015 18:23,10/31/2015,336972,452732,125925,38.3,2
10/31/2015 19:34,10/31/2015,349798,473078,126261,12.6,2
10/31/2015 14:36,10/31/2015,275117,100157,126393,29.4,2
10/31/2015 18:18,10/31/2015,335996,1427,126777,8,2
10/31/2015 18:20,10/31/2015,336384,319617,126777,8,2
10/31/2015 19:10,10/31/2015,345209,700298,126909,29,2
10/31/2015 21:30,10/31/2015,372697,27490,126957,7,2
10/31/2015 15:13,10/31/2015,289408,8172,127101,7,2
10/31/2015 16:15,10/31/2015,308842,743930,127245,36,2
10/31/2015 16:10,10/31/2015,307799,421075,127317,18,2
10/31/2015 18:48,10/31/2015,341322,567219,127317,37.7,2
10/31/2015 18:23,10/31/2015,336884,212641,127401,9.8,2
10/31/2015 19:31,10/31/2015,349095,256908,127653,11,2
10/31/2015 19:38,10/31/2015,350463,508246,127653,8.8,2
10/31/2015 19:40,10/31/2015,350784,225435,127653,7.5,2
10/31/2015 6:46,10/31/2015,176934,51468,12513,2.2,0.66
10/31/2015 9:29,10/31/2015,193760,51468,12513,3.4,0
10/31/2015 10:02,10/31/2015,199738,112674,12513,3.4,1.02
10/31/2015 13:44,10/31/2015,258268,892150,12513,7,2
10/31/2015 16:09,10/31/2015,307497,839637,12513,9,2
10/31/2015 17:02,10/31/2015,323376,131192,12513,2,0.6
10/31/2015 9:57,10/31/2015,198697,514862,128361,264,2
10/31/2015 8:08,10/31/2015,182496,351551,128529,3.3,0.99
10/31/2015 9:52,10/31/2015,197619,814410,128529,1.8,0.54
10/31/2015 12:43,10/31/2015,242210,328757,128529,9,2
10/31/2015 19:26,10/31/2015,348193,947945,128565,4.8,1.44
10/31/2015 8:46,10/31/2015,187011,681015,128817,38.5,2
10/31/2015 17:23,10/31/2015,326601,980180,128817,36,2
10/31/2015 14:13,10/31/2015,265843,5944,129057,8.7,2
10/31/2015 20:35,10/31/2015,362244,27454,129285,14.1,2
10/31/2015 7:19,10/31/2015,178653,984089,129369,21,2
10/31/2015 8:06,10/31/2015,182334,699072,129513,22,2
10/31/2015 13:03,10/31/2015,247281,68585,129693,29,2
10/31/2015 13:05,10/31/2015,247924,68585,129693,29,0
10/31/2015 13:07,10/31/2015,248552,68585,129693,25,0
10/31/2015 13:40,10/31/2015,257304,68585,129693,25,0
10/31/2015 21:03,10/31/2015,367560,74565,129693,32,2
10/31/2015 10:20,10/31/2015,203487,321243,130029,13,2
10/31/2015 10:22,10/31/2015,203863,873204,130029,39,2
10/31/2015 19:49,10/31/2015,352550,632837,130029,22,2
10/31/2015 20:35,10/31/2015,362216,310796,130029,53,2
10/31/2015 7:50,10/31/2015,180828,993449,130125,12,0
10/31/2015 8:03,10/31/2015,182041,984084,130125,10,0
10/31/2015 12:56,10/31/2015,245271,37803,130125,10,2
10/31/2015 14:16,10/31/2015,266536,993449,130125,50,0
10/31/2015 10:02,10/31/2015,199707,288515,130725,7.5,2
10/31/2015 10:04,10/31/2015,200011,288538,130725,2.4,0.72
10/31/2015 13:17,10/31/2015,251673,639821,130761,5,1.5
10/31/2015 20:37,10/31/2015,362415,74535,130785,10,2
10/31/2015 20:39,10/31/2015,362872,74535,130785,5,0
10/31/2015 15:40,10/31/2015,298984,396471,131349,25,2
10/31/2015 6:05,10/31/2015,174865,8334,131397,7,2
10/31/2015 6:06,10/31/2015,174901,7379,131397,7.2,2
10/31/2015 6:08,10/31/2015,174965,175312,131397,7.8,2
10/31/2015 8:57,10/31/2015,188694,697041,131397,9,2
10/31/2015 8:58,10/31/2015,188777,697041,131397,2,0
10/31/2015 9:10,10/31/2015,190599,1575,131397,9,2
10/31/2015 9:10,10/31/2015,190727,1575,131397,2,0
10/31/2015 9:54,10/31/2015,198089,557643,131397,10,2
10/31/2015 9:55,10/31/2015,198254,557643,131397,2,0
10/31/2015 9:57,10/31/2015,198641,514199,131397,10,2
10/31/2015 9:57,10/31/2015,198774,514199,131397,2,0
10/31/2015 10:01,10/31/2015,199425,282727,131397,10,2
10/31/2015 10:01,10/31/2015,199536,282727,131397,2,0
10/31/2015 10:17,10/31/2015,202915,518763,131397,8,2
10/31/2015 10:23,10/31/2015,204303,839367,131397,8,2
10/31/2015 10:27,10/31/2015,205011,174715,131397,7.5,2
10/31/2015 10:31,10/31/2015,206024,136934,131397,8,2
10/31/2015 10:32,10/31/2015,206203,848643,131397,7,2
10/31/2015 10:35,10/31/2015,206982,174885,131397,7,2
10/31/2015 10:40,10/31/2015,207887,605040,131397,7.5,2
10/31/2015 10:45,10/31/2015,209138,578,131397,8,2
10/31/2015 10:51,10/31/2015,210375,486930,131397,7.5,2
10/31/2015 11:24,10/31/2015,219103,785944,131397,7.5,2
10/31/2015 11:59,10/31/2015,228666,138208,131397,7,2
10/31/2015 12:19,10/31/2015,236200,134414,131397,7.5,2
10/31/2015 12:23,10/31/2015,237457,917700,131397,7,2
10/31/2015 19:15,10/31/2015,345967,559370,131397,10,2
10/31/2015 19:17,10/31/2015,346217,559370,131397,5.5,0
10/31/2015 19:19,10/31/2015,346664,985238,131397,7,2
10/31/2015 19:19,10/31/2015,346785,985238,131397,2,0
10/31/2015 19:24,10/31/2015,347698,86951,131397,10,2
10/31/2015 19:24,10/31/2015,347818,86951,131397,2,0
10/31/2015 19:54,10/31/2015,353422,825909,131397,7,2
10/31/2015 20:01,10/31/2015,354898,6021,131397,7.5,2
10/31/2015 20:02,10/31/2015,355017,6021,131397,2,0
10/31/2015 20:36,10/31/2015,362336,882044,131397,7,2
10/31/2015 21:10,10/31/2015,368929,391400,131397,7,2
10/31/2015 21:19,10/31/2015,370637,253355,131397,7,2
10/31/2015 21:22,10/31/2015,371157,12172,131397,7.5,2
10/31/2015 21:51,10/31/2015,376076,164048,131397,7,2
10/31/2015 21:53,10/31/2015,376332,619482,131397,7.5,2
10/31/2015 21:53,10/31/2015,376343,295468,131397,7,2
10/31/2015 21:55,10/31/2015,376530,140271,131397,8,2
10/31/2015 22:26,10/31/2015,380638,812768,131397,7,2
10/31/2015 22:35,10/31/2015,381780,64184,131397,7,2
10/31/2015 22:38,10/31/2015,382299,64317,131397,7,2
10/31/2015 22:46,10/31/2015,383488,858322,131397,7,2
10/31/2015 22:47,10/31/2015,383610,858322,131397,2,0
10/31/2015 22:48,10/31/2015,383885,726239,131397,7,2
10/31/2015 23:07,10/31/2015,386835,980086,131397,7.5,2
10/31/2015 18:31,10/31/2015,338214,120851,131457,32,2
10/31/2015 19:01,10/31/2015,343612,524055,13701,10,2
10/31/2015 12:09,10/31/2015,233340,163065,14361,15.6,2
10/31/2015 13:46,10/31/2015,258833,183550,14385,7,2
10/31/2015 12:34,10/31/2015,240248,868253,14505,8,2
10/31/2015 18:26,10/31/2015,337456,520401,15921,9,2
10/31/2015 11:35,10/31/2015,222126,81143,1281,6.4,1.92
10/31/2015 11:43,10/31/2015,224503,375873,1281,12.4,2
10/31/2015 12:34,10/31/2015,240039,24904,15993,10.5,2
10/31/2015 12:22,10/31/2015,237137,739893,16077,20,2
10/31/2015 15:56,10/31/2015,304256,3424,16077,29,2
10/31/2015 18:09,10/31/2015,334428,895415,16077,26,2
10/31/2015 18:18,10/31/2015,336116,687193,16077,26,2
10/31/2015 19:48,10/31/2015,352352,829670,16077,12,2
10/31/2015 12:26,10/31/2015,238105,354951,16953,13.6,2
10/31/2015 13:00,10/31/2015,246188,329400,16953,1.6,0.48
10/31/2015 19:35,10/31/2015,349804,664325,16953,4.6,1.38
10/31/2015 14:22,10/31/2015,269134,59569,17001,42,2
10/31/2015 13:02,10/31/2015,246610,24387,17685,20.5,2
10/31/2015 20:27,10/31/2015,360375,723274,17769,13.4,2
10/31/2015 19:22,10/31/2015,347356,185385,18705,19.5,2
10/31/2015 13:37,10/31/2015,256572,926403,20541,38,2
10/31/2015 15:09,10/31/2015,288415,969106,20661,75,2
10/31/2015 21:02,10/31/2015,367395,346038,1941,8.12,2
10/31/2015 11:23,10/31/2015,218710,849064,23349,31,2
10/31/2015 17:22,10/31/2015,326274,2007,24105,17,2
10/31/2015 21:53,10/31/2015,376241,214150,244605,16.5,2
10/31/2015 21:00,10/31/2015,367085,249033,247905,6.8,2
10/31/2015 11:18,10/31/2015,217307,43092,24585,10,2
10/31/2015 19:11,10/31/2015,345409,569505,25017,10,2
10/31/2015 19:21,10/31/2015,347083,940251,25017,10,0
10/31/2015 18:24,10/31/2015,337055,883894,25077,27,2
10/31/2015 10:15,10/31/2015,202339,57894,2205,10.72,2
10/31/2015 14:53,10/31/2015,282617,919614,2217,16.9,2
10/31/2015 21:50,10/31/2015,375862,29348,25377,7,2
10/31/2015 17:28,10/31/2015,327415,314688,25605,25,2
10/31/2015 18:14,10/31/2015,335346,736239,25737,11,2
10/31/2015 20:18,10/31/2015,358700,74295,25857,18.1,2
10/31/2015 11:44,10/31/2015,224790,138054,26817,9,2
10/31/2015 13:32,10/31/2015,255168,521042,26817,8.6,2
10/31/2015 18:51,10/31/2015,341570,756610,26817,4.7,1.41
10/31/2015 16:54,10/31/2015,320781,8230,28689,2.1,0.63
10/31/2015 20:37,10/31/2015,362665,337541,29025,24,2
10/31/2015 20:47,10/31/2015,364543,13421,29061,9,2
10/31/2015 15:13,10/31/2015,289485,213258,29349,7,2
10/31/2015 15:16,10/31/2015,290649,894780,29349,7,2
10/31/2015 20:06,10/31/2015,356076,527959,30705,19.3,2
10/31/2015 14:02,10/31/2015,262426,9948,31005,7,2
10/31/2015 11:59,10/31/2015,228674,811889,320565,4.3,1.29
10/31/2015 20:56,10/31/2015,366318,929758,320565,5.5,1.65
10/31/2015 15:27,10/31/2015,294258,766735,320589,16.3,2
10/31/2015 20:22,10/31/2015,359397,8549,320589,13.7,2
10/31/2015 21:13,10/31/2015,369569,483277,320589,5.5,1.65
10/31/2015 21:55,10/31/2015,376534,16339,320613,3.9,1.17
10/31/2015 12:57,10/31/2015,245408,13395,321093,19.5,2
10/31/2015 12:05,10/31/2015,231960,378310,321213,49.5,2
10/31/2015 16:01,10/31/2015,305685,291465,31965,6.9,2
10/31/2015 21:58,10/31/2015,376955,940692,31965,4.6,1.38
10/31/2015 19:11,10/31/2015,345449,295230,32145,6.7,2
10/31/2015 11:57,10/31/2015,228132,551434,329949,8.9,2
10/31/2015 15:59,10/31/2015,305316,148483,329949,9.4,2
10/31/2015 19:45,10/31/2015,351786,235030,329949,15.2,2
10/31/2015 20:09,10/31/2015,356725,337800,329949,9.8,2
10/31/2015 20:20,10/31/2015,359060,1402,329949,3.4,1.02
10/31/2015 17:08,10/31/2015,324262,765389,329961,14.5,2
10/31/2015 17:24,10/31/2015,326753,225461,329961,10.9,2
10/31/2015 12:42,10/31/2015,241960,947541,329985,10.8,2
10/31/2015 19:35,10/31/2015,349935,2709,329985,13.9,2
10/31/2015 13:33,10/31/2015,255400,626570,330141,21.9,2
10/31/2015 13:15,10/31/2015,250879,487375,330165,9.4,2
10/31/2015 19:47,10/31/2015,352232,364675,330165,11.1,2
10/31/2015 12:14,10/31/2015,234958,448020,330297,9.8,2
10/31/2015 20:06,10/31/2015,356082,7104,330297,11.2,2
10/31/2015 18:30,10/31/2015,338158,102458,330309,9,2
10/31/2015 11:07,10/31/2015,214583,78745,330825,2.8,0.84
10/31/2015 13:01,10/31/2015,246443,595547,330825,5,1.5
10/31/2015 14:43,10/31/2015,278548,729631,330837,9.6,2
10/31/2015 13:32,10/31/2015,255243,398724,330849,2.2,0.66
10/31/2015 19:51,10/31/2015,352863,180067,330861,3.3,0.99
10/31/2015 20:19,10/31/2015,358889,469587,330861,6.5,1.95
10/31/2015 12:55,10/31/2015,245077,411647,33189,6,1.8
10/31/2015 21:15,10/31/2015,369990,589863,33189,14,2
10/31/2015 16:31,10/31/2015,313684,658393,335841,3.5,1.05
10/31/2015 18:59,10/31/2015,343317,7087,335841,3.5,1.05
10/31/2015 17:32,10/31/2015,328128,532512,335853,27.5,2
10/31/2015 17:22,10/31/2015,326271,48651,335865,9.7,2
10/31/2015 21:29,10/31/2015,372540,776929,335877,16,2
10/31/2015 20:42,10/31/2015,363539,895903,336645,9,2
10/31/2015 9:19,10/31/2015,192009,36413,336681,7,2
10/31/2015 21:11,10/31/2015,369171,48572,336837,0,0
10/31/2015 21:12,10/31/2015,369281,48572,336897,0,0
10/31/2015 21:12,10/31/2015,369365,48572,336921,0,0
10/31/2015 8:44,10/31/2015,186796,638465,337689,13.6,2
10/31/2015 13:20,10/31/2015,252403,740195,337689,6.3,0
10/31/2015 21:11,10/31/2015,369216,390455,337701,36.9,2
10/31/2015 11:54,10/31/2015,227330,65397,337713,2.9,0.87
10/31/2015 14:56,10/31/2015,283746,300957,337713,7.5,2
10/31/2015 17:50,10/31/2015,331259,455074,337713,10.5,2
10/31/2015 20:17,10/31/2015,358563,36914,337713,17.5,2
10/31/2015 17:40,10/31/2015,329431,109307,337905,16.5,2
10/31/2015 19:18,10/31/2015,346589,855326,337905,16,2
10/31/2015 17:24,10/31/2015,326629,3013,337917,23,2
10/31/2015 17:29,10/31/2015,327654,907555,337917,16,2
10/31/2015 17:51,10/31/2015,331531,799321,337917,5,1.5
10/31/2015 18:54,10/31/2015,342304,943307,337929,16,2
10/31/2015 21:05,10/31/2015,367962,15008,337941,16,2
10/31/2015 13:05,10/31/2015,247880,575381,338073,8.5,0
10/31/2015 17:57,10/31/2015,332402,968130,338097,14,2
10/31/2015 12:37,10/31/2015,240756,505286,338661,2.5,0.75
10/31/2015 18:59,10/31/2015,343322,200903,338661,6.5,1.95
10/31/2015 19:17,10/31/2015,346376,1576,338661,11.2,2
10/31/2015 13:34,10/31/2015,255707,820607,338673,24,2
10/31/2015 17:51,10/31/2015,331493,618909,338673,11.6,2
10/31/2015 20:02,10/31/2015,355155,9417,338673,31.6,2
10/31/2015 14:07,10/31/2015,263607,494907,338889,13,2
10/31/2015 20:23,10/31/2015,359586,842614,338889,63,2
10/31/2015 21:43,10/31/2015,374753,557562,338889,85,2
10/31/2015 14:23,10/31/2015,269592,785104,339105,0.01,0
10/31/2015 21:29,10/31/2015,372421,376719,339105,13.8,2
10/31/2015 18:28,10/31/2015,337654,547964,33597,16.5,2
10/31/2015 15:11,10/31/2015,288814,462378,33933,90,2
10/31/2015 20:02,10/31/2015,355037,566604,343581,3.5,1.05
10/31/2015 11:35,10/31/2015,221960,233422,343605,10,2
10/31/2015 18:14,10/31/2015,335279,885860,343617,10,2
10/31/2015 21:09,10/31/2015,368717,358041,34089,85.5,2
10/31/2015 11:38,10/31/2015,223101,458007,344169,10,2
10/31/2015 13:11,10/31/2015,249856,695780,344649,7.5,2
10/31/2015 15:56,10/31/2015,304296,6791,344649,14,2
10/31/2015 14:27,10/31/2015,271420,633288,344673,6,1.8
10/31/2015 18:28,10/31/2015,337671,5093,344673,8,2
10/31/2015 20:06,10/31/2015,355913,479420,34329,27.5,2
10/31/2015 18:42,10/31/2015,340078,176047,346641,13.6,2
10/31/2015 8:08,10/31/2015,182458,913976,346653,6,1.8
10/31/2015 16:52,10/31/2015,320296,330359,346653,5.2,1.56
10/31/2015 17:20,10/31/2015,325935,127276,346653,10.5,2
10/31/2015 18:40,10/31/2015,339609,472558,346773,31,2
10/31/2015 21:13,10/31/2015,369484,942510,347049,25.5,2
10/31/2015 21:06,10/31/2015,368183,247934,347325,7,2
10/31/2015 13:15,10/31/2015,251095,866685,347505,27,2
10/31/2015 20:51,10/31/2015,365350,760807,347625,1.5,0.45
10/31/2015 7:11,10/31/2015,178157,764104,347649,5.95,0
10/31/2015 13:46,10/31/2015,258721,86978,347649,8,2
10/31/2015 13:16,10/31/2015,251099,318854,347829,1.73,0.52
10/31/2015 15:33,10/31/2015,296443,992911,347829,5.7,1.71
10/31/2015 23:09,10/31/2015,387151,227550,347829,16,2
10/31/2015 12:09,10/31/2015,233151,674206,348069,3.5,1.05
10/31/2015 12:27,10/31/2015,238511,2387,348069,18.5,2
10/31/2015 18:09,10/31/2015,334504,7032,348369,10.4,2
10/31/2015 11:08,10/31/2015,214858,842752,348381,11.2,2
10/31/2015 11:11,10/31/2015,215455,586565,348381,11.2,2
10/31/2015 11:15,10/31/2015,216524,377317,348381,11.2,2
10/31/2015 11:55,10/31/2015,227700,347350,348381,11.2,2
10/31/2015 11:57,10/31/2015,228289,81225,348381,11.2,2
10/31/2015 13:19,10/31/2015,251980,816498,348381,11.2,2
10/31/2015 14:06,10/31/2015,263465,264289,348381,11.2,2
10/31/2015 14:27,10/31/2015,271537,416497,348381,11.2,2
10/31/2015 14:29,10/31/2015,271967,840065,348381,11.2,2
10/31/2015 18:09,10/31/2015,334533,704934,348381,11.2,2
10/31/2015 11:35,10/31/2015,221998,334120,348417,11.2,2
10/31/2015 12:07,10/31/2015,232706,190071,348513,7.2,2
10/31/2015 12:37,10/31/2015,240849,412159,348513,3.5,1.05
10/31/2015 12:38,10/31/2015,241174,329884,348513,11.8,2
10/31/2015 15:38,10/31/2015,298243,811470,348537,3.6,1.08
10/31/2015 21:55,10/31/2015,376560,697651,348669,6.9,0
10/31/2015 12:58,10/31/2015,245730,842,348753,7.3,2
10/31/2015 9:19,10/31/2015,192011,233270,348957,20,2
10/31/2015 10:56,10/31/2015,211679,129203,348957,20,2
10/31/2015 14:04,10/31/2015,262984,598959,348993,15,2
10/31/2015 16:58,10/31/2015,322258,264101,349209,3.26,0.98
10/31/2015 21:10,10/31/2015,368911,205061,349665,63,2
10/31/2015 9:02,10/31/2015,189438,3731,349701,15,2
10/31/2015 15:17,10/31/2015,290930,311140,349713,26,2
10/31/2015 22:49,10/31/2015,383957,437555,349713,47,2
10/31/2015 14:19,10/31/2015,267861,376127,349725,12,2
10/31/2015 12:01,10/31/2015,230295,38885,350445,96,2
10/31/2015 22:57,10/31/2015,385259,602906,350457,0.01,0
10/31/2015 12:10,10/31/2015,233505,519474,351105,26,2
10/31/2015 19:56,10/31/2015,353860,333256,351117,78,2
10/31/2015 18:25,10/31/2015,337277,205491,352209,0.01,0
10/31/2015 18:28,10/31/2015,337657,205491,352209,0.01,0
10/31/2015 14:16,10/31/2015,266590,428000,352257,6.4,1.92
10/31/2015 18:29,10/31/2015,337814,534735,352425,7,2
10/31/2015 12:17,10/31/2015,235814,8249,352473,23,2
10/31/2015 17:33,10/31/2015,328328,205491,352533,0.01,0
10/31/2015 21:03,10/31/2015,367605,397522,353121,11,2
10/31/2015 16:29,10/31/2015,313138,1916,353205,40,2
10/31/2015 21:51,10/31/2015,375981,867164,353205,31,2
10/31/2015 12:18,10/31/2015,236067,274250,353637,7,2
10/31/2015 19:19,10/31/2015,346692,9454,353637,8.1,2
10/31/2015 19:28,10/31/2015,348611,401578,353637,9.3,2
10/31/2015 21:38,10/31/2015,373979,352219,353637,6.9,2
10/31/2015 17:28,10/31/2015,327429,110189,354033,123.5,2
10/31/2015 9:31,10/31/2015,194114,503319,354117,4.7,1.41
10/31/2015 15:21,10/31/2015,292234,550120,354117,8.2,2
10/31/2015 15:30,10/31/2015,295502,550485,354117,10.15,2
10/31/2015 21:20,10/31/2015,370756,205389,354117,4.5,1.35
10/31/2015 14:48,10/31/2015,281176,8970,354141,11.8,2
10/31/2015 10:24,10/31/2015,204444,5545,354441,11.84,2
10/31/2015 12:59,10/31/2015,245971,58056,354441,6.6,1.98
10/31/2015 13:01,10/31/2015,246514,5545,354441,4.5,0
10/31/2015 13:13,10/31/2015,250489,68621,354609,20,2
10/31/2015 15:10,10/31/2015,288698,286635,354609,5.5,1.65
10/31/2015 21:20,10/31/2015,370767,794686,354609,25,2
10/31/2015 6:02,10/31/2015,174809,40021,355005,50,2
10/31/2015 13:06,10/31/2015,248177,646475,355113,1.2,0.36
10/31/2015 15:35,10/31/2015,297103,700298,35205,12,2
10/31/2015 12:54,10/31/2015,244931,173204,355809,18.5,2
10/31/2015 13:34,10/31/2015,255674,3079,355809,111.3,2
10/31/2015 13:35,10/31/2015,255921,3079,355809,1.7,0
10/31/2015 13:39,10/31/2015,257052,56158,355809,19,2
10/31/2015 13:45,10/31/2015,258563,526168,355809,11.9,2
10/31/2015 19:05,10/31/2015,344416,7764,355809,17.5,2
10/31/2015 19:05,10/31/2015,344284,3985,356121,10.7,2
10/31/2015 20:48,10/31/2015,364727,631502,356133,7.9,2
10/31/2015 10:58,10/31/2015,212087,39671,356193,0,0
10/31/2015 11:02,10/31/2015,213118,39671,356193,0,0
10/31/2015 16:14,10/31/2015,308565,282881,356313,3,0.9
10/31/2015 18:07,10/31/2015,334074,205491,356361,0.01,0
10/31/2015 17:58,10/31/2015,332552,205491,356373,0.01,0
10/31/2015 17:47,10/31/2015,330828,205491,356385,0.01,0
10/31/2015 17:50,10/31/2015,331304,205491,356385,0.01,0
10/31/2015 12:24,10/31/2015,237538,25914,356409,0,0
10/31/2015 12:27,10/31/2015,238356,25914,356421,0,0
